,index,user_id,created_at,text,state,county
302832,5545,950770424,9/5/2017,epic time lapse of hurricane harvey in my hometown of houston tx link in description,Texas,Harris County
302858,5582,86950599,9/5/2017,with the recent hurricane and flood in south texas the dallas unite state,Texas,Dallas County
303050,5833,281887879,9/5/2017,we gon keep be texasstrong george bush intercontinental airport,Texas,Harris County
303259,6107,89359360,9/5/2017,crummiebeats hurricaneharvey hurricane wild palmtree knockout tree treefall ouch,Texas,Harris County
303310,6174,1578253284,9/5/2017,our heart go out to everyone in the houston area who suffer damage during hurricane harvey,Texas,Harris County
303344,6215,497350885,9/5/2017,photo take pre harvey the water have yet to recede back to normal level in many area my,Texas,Harris County
303362,6242,245234507,9/5/2017,just get pallet of water donate for our harvey donation drive forcefamily harvey san,Texas,Bexar County
303486,6408,247957789,9/5/2017,texasstrong deepintheheartoftexas neimanmarcus since 1907 1918main nmgifts 2017holiday,Texas,Dallas County
303516,6449,{'$numberLong': '2750276759'},9/5/2017,hurricane who it barbecue time nicoleandgiovannisocks holiday foodie rain,Texas,Harris County
303527,6460,{'$numberLong': '2750276759'},9/5/2017,the face you make when the hurricane harvey news keep spread but you re not flinch,Texas,Harris County
303658,6641,90443501,9/5/2017,the story of survival support and resilience will live forever harvey be go but we,Texas,Harris County
303767,6791,35575942,9/5/2017,hurricane harvey and subsequent flood bring out the best in so many people include,Texas,Travis County
303775,6800,195305485,9/5/2017,grow up in this house we enjoy many memory here harvey can wash away the material,Texas,Harris County
303872,6929,325231924,9/5/2017,if you ve be affect by hurricane harvey hope that you can listen to this song and be still,Texas,Collin County
304168,7329,{'$numberLong': '3147063547'},9/5/2017,my heart be full attimpact attcares lifeatatt stxspeaks texasstrong,Texas,Harris County
304199,7370,58624342,9/5/2017,people stop there be no category six hurricane you will find it in the list right next to bigfoot abominable,Texas,Dallas County
304257,7439,{'$numberLong': '2850400817'},9/5/2017,exxon mobil on the road back after harvey ceo say,Texas,Chambers County
304487,7728,58624342,9/5/2017,this year be rough but do not forget 2005 when record 28 storm form we be at 10 now and four hit cat,Texas,Dallas County
304625,7899,{'$numberLong': '2874408405'},9/5/2017,amaze view of hurricane irma eye from space,Texas,Harris County
304680,7967,372533154,9/5/2017,hurricane harvey bring with it path of destruction which leave,Texas,Harris County
304682,7971,{'$numberLong': '2875755341'},9/5/2017,harvey webster follow up information,Texas,Harris County
304700,7990,{'$numberLong': '769411161519370240'},9/5/2017,last week see lot of post about who be not contribute to the hurricane relief we have,Texas,Menard County
304870,8227,16353904,9/5/2017,blooddonation harvey hurricane disasterrelief volunteer we be,Texas,Travis County
304936,8313,15554918,9/5/2017,last sunday be emotional hear the story of harvey think,Texas,Williamson County
305033,8433,{'$numberLong': '2956609909'},9/5/2017,spot hang on the wall of an awesome makeshift hurricane shelter for survivor of harvey,Texas,Wharton County
305113,8548,39112112,9/5/2017,harvey we re come for you texas,Texas,Menard County
305205,8670,35394238,9/5/2017,do not mess with africa know all remember storm from men yea hurricaneirma,Texas,Harris County
305227,8701,193382008,9/5/2017,pack pursewithapurpose for woman affect by hurricane harvey we will be accept donation,Texas,Travis County
305230,8704,58624342,9/5/2017,overlay an image of irma over the state of texas to give you an idea of the size of the hurricane,Texas,Dallas County
305231,8705,58624342,9/5/2017,watt fundraiser for harvey victim pas 20m,Texas,Dallas County
305608,400,27068747,9/14/2017,while this storm rag remind of it purpose gonna start video journal because,Texas,Harris County
305675,487,{'$numberLong': '902775456864358405'},9/14/2017,vulture be circle fu harvey hq hurricaneharvey fuharvey texas donate foreverroyal,Texas,DeWitt County
306059,146,24700604,9/14/2017,gary and have commit minimum of 50 000 to hurricane relief in the wake of harvey and,Texas,Travis County
306076,169,62051984,9/14/2017,tbt tbt new harry come soon knoxdallas texasstrong wild about harry,Texas,Dallas County
306165,288,{'$numberLong': '2298670062'},9/14/2017,rockport beach texas rockport texas hurricaneharvey hurricane harvey emergencyrelief,Texas,Aransas County
306463,696,{'$numberLong': '737020843448926208'},9/14/2017,thank you andy allen for design and print these amaze shirt for our hurricane harvey,Texas,Tom Green County
306988,549,117207921,9/14/2017,many people be still in much need in the houston area after the devastation of harvey we,Texas,Harris County
307292,86,274635484,9/14/2017,bray bayou erosion from harvey with new island and rapid bray,Texas,Harris County
307475,322,21722308,9/14/2017,do someone say hurricane lol firsttimer boudreaux cajun kitchen in houston tx,Texas,Harris County
307912,1,{'$numberLong': '819985179158736898'},9/14/2017,southside collection present houston help houston hurricane harvey relief concert,Texas,Harris County
307913,3,{'$numberLong': '2872520561'},9/14/2017,buffalo bayou ice cream flavor help harvey recovery,Texas,Harris County
308080,221,34922009,9/14/2017,at 47 pm ne galveston galveston co tx train spotter report tornado of ef0 hgx,Texas,Galveston County
308084,225,34922009,9/14/2017,at 16 be egypt wharton co tx law enforcement report tornado of ef0 hgx,Texas,Wharton County
308085,226,34922009,9/14/2017,at 25 pm wsw jones creek brazoria co tx nw storm survey report tornado of ef0 hgx,Texas,Brazoria County
308086,227,34922009,9/14/2017,at 30 pm ne matagorda matagorda co tx broadcast medium report tornado hgx,Texas,Matagorda County
308087,228,34922009,9/14/2017,at 09 pm wsw angleton brazoria co tx nw storm survey report tornado of ef0 hgx,Texas,Brazoria County
308088,229,34922009,9/14/2017,at 14 pm 17 sw jones creek matagorda co tx nw storm survey report tornado of ef1 hgx,Texas,Matagorda County
308089,230,34922009,9/14/2017,at 11 27 be ese houston harris co tx public report tornado of ef0 hgx,Texas,Harris County
308091,232,34922009,9/14/2017,at 15 pm stafford fort bend co tx law enforcement report tornado of ef1 hgx,Texas,Fort Bend County
308092,233,34922009,9/14/2017,at 30 pm sse brazoria brazoria co tx nw storm survey report tornado of ef0 hgx,Texas,Brazoria County
308093,234,34922009,9/14/2017,at 30 be se humble harris co tx broadcast medium report tornado hgx,Texas,Harris County
308094,235,34922009,9/14/2017,at 10 be nnw pecan grove fort bend co tx broadcast medium report tornado of ef0 hgx,Texas,Fort Bend County
308095,236,34922009,9/14/2017,at 05 be nw bacliff galveston co tx emergency mngr report tornado of ef0 hgx,Texas,Galveston County
308096,237,34922009,9/14/2017,at 12 52 be iowa colony brazoria co tx nw storm survey report tornado of ef0 hgx,Texas,Brazoria County
308188,363,17904705,9/14/2017,one of the few positive side effect from clean up post harvey be that you come across gem,Texas,Harris County
309378,216,79817596,9/14/2017,feel good to have my house back in order my little tornado can do number on it but now,Texas,Victoria County
309413,258,46849782,9/14/2017,texasstrong by tattoosbyric texashurricaneharvey highlandpark 90042 smalltattoos,Texas,Bowie County
309421,269,18689727,9/14/2017,ain no hurricane gonna stop uh bih that right infamousreauxmedia be open for business and,Texas,Harris County
309618,523,320236721,9/14/2017,be texas proud our state have share the hurricane crisis with our friend and,Texas,Tarrant County
309624,529,604008351,9/14/2017,we have so many donation to our auction for the hurricane harvey relief fund auction on,Texas,Harris County
309946,84,104640581,9/14/2017,meet mary her and her family be on cruise when hurricane harvey,Texas,Harris County
310303,552,1353300517,9/14/2017,more trip to help animal affect by harvey petwants petwantssanantonio pet want san,Texas,Bexar County
310437,717,71522630,9/14/2017,2017 gmc canyon shop now texasstrong keeptexasrolling htx gmc gm,Texas,Harris County
310928,471,50447280,9/14/2017,glad to be in houston to work on lt8keys and help with harvey relief george bush intercontinental airport,Texas,Harris County
311287,80,791922559,9/14/2017,come on out to candleliteinn and pantego bay on sept 21 to support hurricane harvey recovery,Texas,Tarrant County
311340,148,126933196,9/14/2017,harvey touch flood out car in houston pretty gross right houston texas,Texas,Harris County
311489,351,555700820,9/14/2017,so happy to be apart of team that go out to help those affect by harvey while serve in,Texas,Victoria County
311563,456,67631491,9/14/2017,harvey relief keg drink an axis ipa by at photo,Texas,Harris County
311780,762,138195380,9/14/2017,chase by storm into amarillo impossibleprojectid hylasmag polaroidcamera ballroommarfa,Texas,Potter County
311844,848,{'$numberLong': '780476339916713985'},9/14/2017,nissan sanmarcos be nowplaying every storm run out of rain by garyalan cubevenue,Texas,Hays County
311880,35,497454798,9/14/2017,harvey cleanup suffer terrible damage look forward to speedy restoration,Texas,Harris County
312487,10,727794258,9/14/2017,harvey do not keep my buyer from buy the house of her dream special thank to jason,Texas,Jefferson County
312613,176,128659616,9/14/2017,hurricane harvey 3rd down fund week total houstonstrong houstontexans,Texas,Harris County
312640,213,{'$numberLong': '2729548071'},9/14/2017,we have hurricane harvey and irma but guess what houston texas,Texas,Harris County
312751,366,27791309,9/14/2017,you ve be warn houstonstrong harvey connectthedots houston texas,Texas,Harris County
312802,440,774089767,9/14/2017,hurricane harvey can not mess with texas benefit concert on friday september 22 frank erwin,Texas,Travis County
313084,780,{'$numberLong': '2875734329'},9/15/2017,community safety expo hometown salute to harvey hero amp volunteer,Texas,Montgomery County
313104,806,{'$numberLong': '2866050172'},9/15/2017,harvey have minimal impact on depth of houston ship channel,Texas,Harris County
313139,852,29402137,9/15/2017,first time back post harvey but swear this time will only get better runnersofinstagram,Texas,Harris County
313389,306,43208631,9/15/2017,sadly the bat bridge be out of bat harvey waugh bridge bat colony,Texas,Harris County
313815,10,34922009,9/15/2017,at 44 pm ssw danbury brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313816,11,34922009,9/15/2017,at 25 pm wsw jones creek brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313817,12,34922009,9/15/2017,at 16 be egypt wharton co tx law enforcement report tornado of eef hgx,Texas,Wharton County
313818,13,34922009,9/15/2017,at 10 pm nw jersey village harris co tx law enforcement report tornado of eef hgx,Texas,Harris County
313819,14,34922009,9/15/2017,at 05 be nw bacliff galveston co tx emergency mngr report tornado of eef hgx,Texas,Galveston County
313820,15,34922009,9/15/2017,at 42 be wsw east bernard wharton co tx nw storm survey report tornado of eef hgx,Texas,Wharton County
313821,16,34922009,9/15/2017,at 47 pm ne galveston galveston co tx train spotter report tornado of eef hgx,Texas,Galveston County
313822,17,34922009,9/15/2017,at 30 pm sse brazoria brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313823,18,34922009,9/15/2017,at 00 be sw fresno fort bend co tx emergency mngr report tornado of eef hgx,Texas,Fort Bend County
313824,19,34922009,9/15/2017,at 10 15 be ene west university harris co tx public report tornado of eef hgx,Texas,Harris County
313825,20,34922009,9/15/2017,at 57 be wsw katy waller co tx emergency mngr report tornado of eef hgx,Texas,Fort Bend County
313826,21,34922009,9/15/2017,at 12 52 be iowa colony brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313827,22,34922009,9/15/2017,at 12 13 pm wsw needville fort bend co tx law enforcement report tornado of eef hgx,Texas,Fort Bend County
313828,23,34922009,9/15/2017,at 30 pm ne matagorda matagorda co tx broadcast medium report tornado of eef hgx,Texas,Matagorda County
313829,24,34922009,9/15/2017,at 30 be nnw sheldon harris co tx broadcast medium report tornado of eef hgx,Texas,Harris County
313830,25,34922009,9/15/2017,at 11 27 be ese houston harris co tx public report tornado of eef hgx,Texas,Harris County
313832,27,34922009,9/15/2017,at 09 pm wsw angleton brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313833,28,34922009,9/15/2017,at 05 be college station brazos co tx broadcast medium report tornado of eef hgx,Texas,Brazos County
313834,29,34922009,9/15/2017,at 10 be nnw pecan grove fort bend co tx broadcast medium report tornado of eef hgx,Texas,Fort Bend County
313835,30,34922009,9/15/2017,at 11 28 pm liverpool brazoria co tx nw storm survey report tornado of eef hgx,Texas,Brazoria County
313836,31,34922009,9/15/2017,at 15 pm stafford fort bend co tx law enforcement report tornado of eef hgx,Texas,Fort Bend County
313837,32,34922009,9/15/2017,at 14 pm 17 sw jones creek matagorda co tx nw storm survey report tornado of eef hgx,Texas,Matagorda County
313838,33,34922009,9/15/2017,at 52 pm jersey village harris co tx storm chaser report tornado of eef hgx,Texas,Harris County
313839,34,34922009,9/15/2017,at 23 pm ne galveston galveston co tx public report tornado of eef hgx,Texas,Galveston County
313841,36,34922009,9/15/2017,at 12 00 be nne webster harris co tx nw employee report tornado of eef hgx,Texas,Harris County
313861,61,1410569689,9/15/2017,we be houstonstrong texasstrong firstresponderstrong nice start experience prison break,Texas,Harris County
314181,493,21218668,9/15/2017,this friday september 15th eric spivey post hurricane harvey,Texas,Harris County
314201,527,401067057,9/15/2017,hurricaneharvey hurricane hurricanaftermath spring texas,Texas,Harris County
314416,798,{'$numberLong': '2883867506'},9/15/2017,leader discus city community response to hurricane harvey,Texas,Harris County
314491,21,{'$numberLong': '2876492709'},9/15/2017,way to volunteer receive assistance in the richmond area after hurricane harvey,Texas,Fort Bend County
314574,129,32164718,9/15/2017,open floor plan harvey houston houston texas,Texas,Harris County
314683,274,34185076,9/15/2017,life lord continue to pray that you surround me with the eight people period in storm,Texas,Galveston County
314973,679,{'$numberLong': '3041347996'},9/15/2017,there be lot of hurricane harvey survivor who still need help in houston and surround,Texas,Galveston County
315293,222,1889268530,9/15/2017,hightower hurricane run back prepping to face spring in game of the season txhsfb,Texas,Fort Bend County
315400,369,{'$numberLong': '721808839155195904'},9/15/2017,thank you to our soccer family for help keep houstonstrong harvey will not break the,Texas,Harris County
315626,676,472156260,9/15/2017,on friday we wear to remember everyone deploy overseas and in hurricane hit,Texas,Harris County
315977,294,{'$numberLong': '2872520561'},9/15/2017,car flood from harvey bid for vehicle in pasadena,Texas,Harris County
316066,431,549115276,9/15/2017,new friend texashome mythreestooges storm burst of sun,Texas,Denton County
316209,618,117207921,9/15/2017,it litt day until the year anniversary hurricane harvey relief benefit,Texas,Harris County
316529,245,{'$numberLong': '2815161140'},9/15/2017,risengrind djkinect dj kinected entrepreneur upearly texasstrong fashion,Texas,Bell County
316728,542,{'$numberLong': '4143800952'},9/15/2017,tour postpone texas and florida date due to hurricane recovery due to the devastate,Texas,Webb County
316779,619,586977574,9/15/2017,corey take moment to ensure we think of harvey irma effort lifeatatt atterg17,Texas,Dallas County
316820,672,35845000,9/15/2017,hard to forget night like the one take the pavilion stage by storm cwmpavilion,Texas,Montgomery County
317049,114,{'$numberLong': '3248827385'},9/15/2017,photographer john martell have be capture the beauty in rockport after harvey while our home,Texas,Aransas County
317187,287,107161389,9/15/2017,aftermath of hurricane harvey desolate this plush neighbourhood,Texas,Harris County
317188,288,126058450,9/15/2017,send love to those impact by the devastate effect of hurricane irma we continue to work,Texas,Dallas County
317565,823,289986201,9/15/2017,elitetow destinationexcellence disaterresponseteam hurricaneharvey2017 texasstrong sealy,Texas,Austin County
317832,299,193644409,9/15/2017,flashbackfriday fbf hurricaneyharvey hurricane couple week ago it get really bad here in,Texas,Harris County
317919,423,1327407932,9/15/2017,mansfield teacher help foreign student displace by harvey,Texas,Tarrant County
318830,714,39842609,9/15/2017,old red on the utmb campus build in 1891 survive all hurricane galveston boi,Texas,Galveston County
319015,75,{'$numberLong': '2224390846'},9/15/2017,love be in the air hurricane creek cc hurricane creek country club,Texas,Collin County
319801,286,234997388,9/15/2017,to these guy for make sure we re good outchea harvey houston bmt,Texas,Jefferson County
320044,626,64217534,9/15/2017,one of the texas who vote against harvey relief will now lead the congressional task force for recovery effort,Texas,Tarrant County
320926,89,{'$numberLong': '2853826637'},9/15/2017,la vega paramedic adopt pup while help during hurricane harvey,Texas,Harris County
321715,184,{'$numberLong': '2864061615'},9/15/2017,harvey bring important life lesson for kisd student,Texas,Fort Bend County
322301,82,326447869,9/15/2017,bring in some amaze donation for tomorrow harvey booth pay what you can,Texas,Travis County
322369,164,577590531,9/15/2017,there storm brew in abilene texas tomorrow and it not weather scratchemcats,Texas,Taylor County
322677,580,37230936,9/15/2017,my brave close for month harvey capital one bank in houston tx,Texas,Harris County
323136,342,{'$numberLong': '2310449677'},9/15/2017,ahhh we meet again storm dogswholovehappyhounds stayswimplay,Texas,McLennan County
323652,160,499327274,9/15/2017,after harvey stillflooding friday 15 17 george,Texas,Harris County
323979,571,37311347,9/15/2017,texasstrong houstontx pasadenatx pasadena texas,Texas,Harris County
324030,648,15320559,9/15/2017,round of hurricane harvey donation in route storage4texas thank,Texas,Tarrant County
324086,726,67631491,9/15/2017,harvey relief keg good spice from the rye and the hop citrus to rye from the ash photo,Texas,Harris County
324578,492,347478507,9/15/2017,miss our hurricane harvey relief day last sunday no worry we re do it again and up,Texas,Travis County
324707,666,216263933,9/15/2017,texasstrong tattoo bayoucityfamily twistedarts fienxtattoos bluebonnettattoo twist art,Texas,Montgomery County
324936,111,572880563,9/15/2017,base harvey part houston texas,Texas,Harris County
325088,329,326447869,9/15/2017,come by tomorrow for the block and shop the harvey booth pay what you can policy we,Texas,Travis County
325138,402,352837528,9/15/2017,addicks barker tx fri sep 15th pm forecast tonight patchy fog lo 71 saturday chance of storm hi 91,Texas,Harris County
325185,452,351270676,9/15/2017,sharpstown tx fri sep 15th pm forecast tonight patchy fog lo 71 saturday chance of storm hi 91,Texas,Harris County
325188,455,356670120,9/15/2017,sugar land tx fri sep 15th pm forecast tonight patchy fog lo 71 saturday chance of storm hi 91,Texas,Fort Bend County
325432,798,{'$numberLong': '2293578750'},9/15/2017,super excite to be there for those in need retailmenot austin harvey central texas food bank,Texas,Travis County
325468,856,{'$numberLong': '3299998634'},9/15/2017,texasstrong godblesstheusa godblesstexas godblessflorida godblessamerica geterdone lake,Texas,Hood County
325597,153,34957279,9/15/2017,capture myself sky the other morning after harvey finish flood sunrise mackerelsky,Texas,Harris County
325769,382,455582104,9/15/2017,the destruction that hurricane harvey have inflict on so many people be overwhelm to say the,Texas,Brazoria County
325967,648,{'$numberLong': '3000004692'},9/15/2017,good time support hurricane harvey relief with this ema person from washington state this,Texas,Harris County
326012,721,27791309,9/15/2017,load up the mosque no 45 truck with harvey relief supply for distribution,Texas,Harris County
326107,852,199438862,9/15/2017,thankyou mercedes for the way all be help harvey victim if own benz and be,Texas,Fort Bend County
326173,84,26109965,9/15/2017,look like arihenning211 and be off to boot camp in the texas tornado boot,Texas,Montgomery County
326566,603,78657510,9/15/2017,still have leave from the storm in it but all the algae have be clear away copperfield,Texas,Harris County
326577,619,{'$numberLong': '2874328108'},9/15/2017,rosenberg officer suspend for allegedly drink on city property during harvey,Texas,Fort Bend County
326747,841,{'$numberLong': '2875348629'},9/16/2017,hightower hurricane spring lion reaction,Texas,Fort Bend County
326888,169,148913842,9/16/2017,some reflection on my trip to houston after hurricane harvey the city attitude be pure,Texas,Harris County
326925,228,85987709,9/16/2017,sunset over texas godblesstexas texasstrong bolivar,Texas,Galveston County
327355,806,23019832,9/16/2017,rehearsal dinner bbq last minute order change thank harvey 2bcrom1 lakeway texas,Texas,Travis County
327361,814,219533971,9/16/2017,definitely one of the craziest thing ve see sink sailboat from 12 storm surge in port,Texas,Aransas County
327538,177,507831560,9/16/2017,well today be the day that we get to drop off all of the donation for hurricane harvey,Texas,Harris County
327716,412,216570930,9/16/2017,do not forget to order harvey wallbanger at your local water hole this month some proceed,Texas,Harris County
327769,490,422997273,9/16/2017,halftime and the gator be up 21 dickinsontexas fridaynightlights texasstrong,Texas,Galveston County
327848,601,90806043,9/16/2017,while watch twister with b0bby joe we decide to pause the film before the storm chaser,Texas,Tarrant County
327894,663,33724311,9/16/2017,george springer family hometown aid in hurricane harvey relief,Texas,Harris County
328320,292,420848461,9/16/2017,100 go to hurricane relief drink swipe right fly saucer draught emporium photo,Texas,Fort Bend County
330990,494,{'$numberLong': '2174960809'},9/16/2017,do something texas texan help texan cheflife love texasstrong hurricaneharvey,Texas,Liberty County
331041,551,119178208,9/16/2017,water down post harvey houston no more donation texas hurricanharvey flood,Texas,Harris County
331808,717,1830362815,9/16/2017,the storm have to rage in you in order to become force success ab,Texas,Williamson County
332289,470,{'$numberLong': '2850435082'},9/16/2017,hisd offer hurricane harvey help special ed summit today,Texas,Harris County
332645,60,62342392,9/16/2017,with one of the major supporter of the harvey relief concert on september 23rd congressman gene,Texas,Harris County
333480,361,16754353,9/16/2017,harvey relief update click on my webpage link to give the,Texas,Galveston County
333842,821,14572625,9/16/2017,after the flood harvey port arthur texas,Texas,Jefferson County
334364,644,103146744,9/16/2017,judge from the non stop string of hurricane would say mother nature have bad case of pm,Texas,Collin County
334536,9,247089877,9/16/2017,give our lil lady good day after be impact by harvey go stros,Texas,Harris County
335219,90,14572625,9/16/2017,sibling rivalry brinkerhoffs harvey port arthur texas,Texas,Jefferson County
335270,150,{'$numberLong': '2850435082'},9/16/2017,harvey impact bellaire water payment in august september,Texas,Harris County
335272,153,{'$numberLong': '862449712292655105'},9/16/2017,that burger bus be at titan direct for hurricane harvey benefit come see at 1950 sw loop,Texas,Bexar County
335314,205,19748191,9/16/2017,come join at today at 1pm raise money to help with hurricane relief and,Texas,Tarrant County
335365,279,29493760,9/16/2017,on this week cover of houstonstylemagazine the storm we ll never forget by,Texas,Harris County
335467,419,16728666,9/16/2017,special thank to the many individual who have contribute to the hurricane harvey relief,Texas,Harris County
335721,746,1048485295,9/16/2017,shop shoe bar today sawyerflea until 5pm 20 of all sale still go to harvey relief of 19th,Texas,Harris County
335766,810,{'$numberLong': '2558124120'},9/16/2017,get chance to hear about the phenomenal and ongoing effort hurricane harvey relief effort of,Texas,Harris County
336325,690,242898397,9/16/2017,storm be go home fiona and sienna be adopt together earlier today too they be,Texas,Galveston County
336396,779,422997273,9/16/2017,back to the grind harvey grateful floodingsucks survivor stillsmiling bay colony,Texas,Galveston County
337119,856,54806279,9/16/2017,en el juego de futbol de juandiego at juan diego soccer game albion hurricane fc,Texas,Harris County
337187,70,27791309,9/16/2017,the people need help not pity harvey houstonstrong connectthedots nationofislam,Texas,Harris County
338211,544,{'$numberLong': '2683626578'},9/16/2017,little excape from hurricane irma bike ride help calm the sole irma florida bikeride,Texas,Travis County
338380,780,284656929,9/16/2017,well start to think the demo crew be wait for tornado to finish this job,Texas,Dallas County
338585,157,{'$numberLong': '738794378995499008'},9/16/2017,we re get ready to go out for our first practice session at dallas karting complex hurricane,Texas,Hunt County
338863,515,32751984,9/16/2017,coolness in slo mo nothing can beat sweet ac enough for today hurricane haiku rockport texas,Texas,Aransas County
338906,568,{'$numberLong': '903907957603262465'},9/16/2017,just post video harvey relief hub,Texas,Harris County
338989,667,{'$numberLong': '2688972336'},9/16/2017,car upon car upon car ruin by harvey harveythehorrible houston texas harvey royal,Texas,Chambers County
339166,22,17742856,9/16/2017,they serve about 4000 meal day hurricane harvey houston houstonstrong nrg center,Texas,Harris County
339219,99,17742856,9/16/2017,service find it way hurricane harvey houston houstonstrong nrg center,Texas,Harris County
339230,112,17742856,9/16/2017,lot of them be in for long haul hurricane harvey houston houstonstrong nrg center,Texas,Harris County
339297,207,14572625,9/16/2017,thank god for flood insurance those who be lucky enough to have it harvey port,Texas,Jefferson County
339338,265,26798514,9/16/2017,post harvey emsertile borigini hurricaneharvey houstonstrong floodproof west university,Texas,Harris County
339448,420,{'$numberLong': '2373003420'},9/16/2017,clean up after hurricane harvey houston texas,Texas,Harris County
339550,558,1410569689,9/16/2017,although the houston police officer memorial be destroy by harvey the memory of these,Texas,Harris County
339814,42,351270676,9/16/2017,sharpstown tx sit sep 16th pm forecast tonight patchy fog lo 71 sunday chance of storm hi 91,Texas,Harris County
339817,45,356670120,9/16/2017,sugar land tx sit sep 16th pm forecast tonight patchy fog lo 71 sunday chance of storm hi 91,Texas,Fort Bend County
339939,207,352837528,9/16/2017,addicks barker tx sit sep 16th pm forecast tonight patchy fog lo 71 sunday chance of storm hi 91,Texas,Harris County
339960,230,18084000,9/16/2017,another one dry out after harvey would have think most of the house would be do by,Texas,Harris County
340096,411,20831756,9/16/2017,we re hire click to apply customer service hurricane harvey sale denton tx job job careerarc,Texas,Denton County
340398,816,17742856,9/16/2017,red cross hurricane harvey houston houstonstrong nrg stadium,Texas,Harris County
340460,26,491736428,9/16/2017,storm aston circuit of the america fujifilm t2 cota circuitoftheamericas,Texas,Travis County
340462,30,967230578,9/16/2017,pull order if we owe you something will not for long hurricane harvey hour infringe,Texas,Parker County
340520,115,45252777,9/16/2017,future garden from all this rain it go to take more than hurricane to break there,Texas,Harris County
340843,563,{'$numberLong': '2497762975'},9/16/2017,we seriously have the best couple texasstrong houstonweddings houstonflorist gypsybloomstx,Texas,Harris County
341428,497,19747598,9/16/2017,before after thank to gerardo at lulusthesalon for fire me in and fix my post harvey,Texas,Galveston County
341544,643,846030643,9/17/2017,harvey retreat cloud series 12,Texas,Harris County
341656,808,{'$numberLong': '866408065859330048'},9/17/2017,where be this when houston need it during harvey mudboat offroad boat boatsandhoes,Texas,Harris County
342219,666,731893388,9/17/2017,drink tropical storm by at photo,Texas,Harris County
342589,316,27791309,9/17/2017,repost get repost harvey relief the nation of islam muhammad mosque,Texas,Harris County
342903,738,777264787,9/17/2017,texas texasstrong aztec aztagram instagood instashop instagram instadaily instafamous,Texas,Menard County
342981,840,{'$numberLong': '866697041568833538'},9/17/2017,live pro wrestle october 7th come see nwa world champion tim storm he do battle with,Texas,Johnson County
343097,138,756140970,9/17/2017,we can handle all these storm in texas except maybe this one hurricanewhite dodgeball,Texas,Harris County
343129,176,{'$numberLong': '2853826637'},9/17/2017,300 harvey evacuee relocate to temporary house from george brown,Texas,Harris County
343164,222,59882553,9/17/2017,thank you bull nation for bring non parishable item to help the victim of harvey at the zac brown band concert,Texas,Harris County
343376,505,{'$numberLong': '822187090150494208'},9/17/2017,hurricane harvey cause some damage here in austin we have wind and rain at 45 to 55 mph,Texas,Travis County
343462,620,{'$numberLong': '738794378995499008'},9/17/2017,northtexaskarting have serious representation at dallas karting complex hurricane harvey,Texas,Hunt County
343993,445,75676002,9/17/2017,with sadness we have to say goodbye to nekozombietattoo and harvey be the blame she will be,Texas,Harris County
345196,448,33499130,9/17/2017,come pay an outrageous amount for donut hurricane relief,Texas,Tarrant County
345292,607,23021826,9/17/2017,sort through damage from harvey flood gear,Texas,Harris County
346066,827,58373121,9/17/2017,harvey houston 08 302017 houston texas,Texas,Harris County
346242,194,19110410,9/17/2017,range time dang northgate forest get pretty brutalize again from that storm,Texas,Harris County
347639,288,71720583,9/17/2017,we re hire click to apply hurricane harvey relief support customer service representative kellyjobs,Texas,Dallas County
347896,627,25425670,9/17/2017,my first run outside since harvey deep mud stop me shy of mile the comparison of,Texas,Harris County
348325,326,57363615,9/17/2017,this be not do by harvey bear creek houston,Texas,Harris County
348503,556,{'$numberLong': '2589729000'},9/17/2017,get back to normal after harvey gosh need my walk trailwalks selfcare sugar,Texas,Fort Bend County
349133,532,852002304,9/17/2017,my new title harvey clean up spartan my reward for my service the sword and shield now,Texas,Brazoria County
349266,701,16888044,9/17/2017,miss it by that much 220yards golf austinfit harveypenick golfday sundayfunday harvey,Texas,Travis County
349373,843,326447869,9/17/2017,thank all we have great block party yesterday and reach our over 1000 for harvey relief,Texas,Travis County
349630,324,54932351,9/17/2017,farewell harvey join today where your 40 donation will get you unlimited,Texas,Harris County
349697,414,{'$numberLong': '2864061615'},9/17/2017,renee zellweger help houston animal after harvey,Texas,Fort Bend County
350495,651,1535132520,9/17/2017,successful second game day storm and all whiteout texas tech university jones at amp stadium,Texas,Lubbock County
350508,670,32164718,9/17/2017,hello bye houston hurricane houston texas,Texas,Harris County
351211,730,366208750,9/17/2017,come help at 2500 summer street if you can open until 6pm to public harvey relief hub,Texas,Harris County
352451,641,171321565,9/17/2017,thefreshpackdjs rockin repost 979thebox get repost hero for harvey,Texas,Harris County
352887,367,14572625,9/17/2017,the cleanup crew harvey summer sunday port arthur texas,Texas,Jefferson County
353364,155,350474324,9/17/2017,abram tx sun sep 17th pm forecast tonight patchy fog lo 79 monday chance of storm hi 99,Texas,Hidalgo County
353365,156,492491698,9/17/2017,adam garden tx sun sep 17th pm forecast tonight patchy fog lo 75 monday chance of storm hi 95,Texas,Cameron County
